year	month	day	hour	minute	second	valid_flag
2017	1	26	12	56	23.455	1
2017	1	26	12	56	23.465	1
2017	1	26	12	56	23.472	1
2017	1	26	12	56	23.481	1
2017	1	26	12	56	23.488	1
2017	1	26	12	56	23.497	1
2017	1	26	12	56	23.505	1
2017	1	26	12	56	23.513	1
2017	1	26	12	56	23.522	1
2017	1	26	12	56	23.53	1
2017	1	26	12	56	23.539	1
2017	1	26	12	56	23.547	1
2017	1	26	12	56	23.557	1
2017	1	26	12	56	23.563	1
2017	1	26	12	56	23.573	1
2017	1	26	12	56	23.58	1
2017	1	26	12	56	23.59	1
2017	1	26	12	56	23.597	1
2017	1	26	12	56	23.607	1
2017	1	26	12	56	23.622	1
2017	1	26	12	56	23.622	1
2017	1	26	12	56	23.638	1
2017	1	26	12	56	23.639	1
2017	1	26	12	56	23.655	1
2017	1	26	12	56	23.655	1
2017	1	26	12	56	23.672	1
2017	1	26	12	56	23.672	1
2017	1	26	12	56	23.681	1
2017	1	26	12	56	23.69	1
2017	1	26	12	56	23.697	1
2017	1	26	12	56	23.707	1
2017	1	26	12	56	23.714	1
2017	1	26	12	56	23.722	1
2017	1	26	12	56	23.731	1
2017	1	26	12	56	23.739	1
2017	1	26	12	56	23.747	1
2017	1	26	12	56	23.755	1
2017	1	26	12	56	23.764	1
2017	1	26	12	56	23.772	1
2017	1	26	12	56	23.78	1
2017	1	26	12	56	23.788	1
2017	1	26	12	56	23.797	1
2017	1	26	12	56	23.807	1
2017	1	26	12	56	23.813	1
2017	1	26	12	56	23.823	1
2017	1	26	12	56	23.83	1
2017	1	26	12	56	23.84	1
2017	1	26	12	56	23.855	1
2017	1	26	12	56	23.855	1
2017	1	26	12	56	23.872	1
2017	1	26	12	56	23.872	1
2017	1	26	12	56	23.889	1
2017	1	26	12	56	23.889	1
2017	1	26	12	56	23.905	1
2017	1	26	12	56	23.905	1
2017	1	26	12	56	23.922	1
2017	1	26	12	56	23.922	1
2017	1	26	12	56	23.938	1
2017	1	26	12	56	23.94	1
2017	1	26	12	56	23.947	1
2017	1	26	12	56	23.956	1
2017	1	26	12	56	23.963	1
2017	1	26	12	56	23.974	1
2017	1	26	12	56	23.98	1
2017	1	26	12	56	23.99	1
2017	1	26	12	56	23.997	1
2017	1	26	12	56	24.005	1
2017	1	26	12	56	24.014	1
2017	1	26	12	56	24.022	1
2017	1	26	12	56	24.03	1
2017	1	26	12	56	24.039	1
2017	1	26	12	56	24.047	1
2017	1	26	12	56	24.057	1
2017	1	26	12	56	24.063	1
2017	1	26	12	56	24.073	1
2017	1	26	12	56	24.08	1
2017	1	26	12	56	24.09	1
2017	1	26	12	56	24.097	1
2017	1	26	12	56	24.107	1
2017	1	26	12	56	24.121	1
2017	1	26	12	56	24.123	1
2017	1	26	12	56	24.138	1
2017	1	26	12	56	24.138	1
2017	1	26	12	56	24.155	1
2017	1	26	12	56	24.155	1
2017	1	26	12	56	24.172	1
2017	1	26	12	56	24.172	1
2017	1	26	12	56	24.189	1
2017	1	26	12	56	24.189	1
2017	1	26	12	56	24.197	1
2017	1	26	12	56	24.207	1
2017	1	26	12	56	24.214	1
2017	1	26	12	56	24.222	1
2017	1	26	12	56	24.23	1
2017	1	26	12	56	24.239	1
2017	1	26	12	56	24.247	1
2017	1	26	12	56	24.255	1
2017	1	26	12	56	24.264	1
2017	1	26	12	56	24.272	1
2017	1	26	12	56	24.28	1
2017	1	26	12	56	24.291	1
2017	1	26	12	56	24.297	1
2017	1	26	12	56	24.307	1
2017	1	26	12	56	24.314	1
2017	1	26	12	56	24.322	1
2017	1	26	12	56	24.338	1
2017	1	26	12	56	24.338	1
2017	1	26	12	56	24.355	1
2017	1	26	12	56	24.355	1
2017	1	26	12	56	24.372	1
2017	1	26	12	56	24.372	1
2017	1	26	12	56	24.388	1
2017	1	26	12	56	24.389	1
2017	1	26	12	56	24.405	1
2017	1	26	12	56	24.405	1
2017	1	26	12	56	24.414	1
2017	1	26	12	56	24.422	1
2017	1	26	12	56	24.43	1
2017	1	26	12	56	24.438	1
2017	1	26	12	56	24.448	1
2017	1	26	12	56	24.455	1
2017	1	26	12	56	24.463	1
2017	1	26	12	56	24.472	1
2017	1	26	12	56	24.48	1
2017	1	26	12	56	24.488	1
2017	1	26	12	56	24.497	1
2017	1	26	12	56	24.522	1
2017	1	26	12	56	24.522	1
2017	1	26	12	56	24.522	1
2017	1	26	12	56	24.53	1
2017	1	26	12	56	24.539	1
2017	1	26	12	56	24.547	1
2017	1	26	12	56	24.555	1
2017	1	26	12	56	24.565	1
2017	1	26	12	56	24.572	1
2017	1	26	12	56	24.581	1
2017	1	26	12	56	24.588	1
2017	1	26	12	56	24.597	1
2017	1	26	12	56	24.605	1
2017	1	26	12	56	24.614	1
2017	1	26	12	56	24.622	1
2017	1	26	12	56	24.63	1
2017	1	26	12	56	24.639	1
2017	1	26	12	56	24.647	1
2017	1	26	12	56	24.655	1
2017	1	26	12	56	24.664	1
2017	1	26	12	56	24.672	1
2017	1	26	12	56	24.681	1
2017	1	26	12	56	24.689	1
2017	1	26	12	56	24.697	1
2017	1	26	12	56	24.705	1
2017	1	26	12	56	24.714	1
2017	1	26	12	56	24.722	1
2017	1	26	12	56	24.73	1
2017	1	26	12	56	24.74	1
2017	1	26	12	56	24.747	1
2017	1	26	12	56	24.756	1
2017	1	26	12	56	24.764	1
2017	1	26	12	56	24.773	1
2017	1	26	12	56	24.78	1
2017	1	26	12	56	24.79	1
2017	1	26	12	56	24.797	1
2017	1	26	12	56	24.807	1
2017	1	26	12	56	24.822	1
2017	1	26	12	56	24.822	1
2017	1	26	12	56	24.838	1
2017	1	26	12	56	24.839	1
2017	1	26	12	56	24.847	1
2017	1	26	12	56	24.855	1
2017	1	26	12	56	24.863	1
2017	1	26	12	56	24.873	1
2017	1	26	12	56	24.88	1
2017	1	26	12	56	24.89	1
2017	1	26	12	56	24.897	1
2017	1	26	12	56	24.907	1
2017	1	26	12	56	24.914	1
2017	1	26	12	56	24.923	1
2017	1	26	12	56	24.938	1
2017	1	26	12	56	24.938	1
2017	1	26	12	56	24.955	1
2017	1	26	12	56	24.957	1
2017	1	26	12	56	24.971	1
2017	1	26	12	56	24.972	1
2017	1	26	12	56	24.988	1
2017	1	26	12	56	24.988	1
2017	1	26	12	56	24.997	1
2017	1	26	12	56	25.007	1
2017	1	26	12	56	25.014	1
2017	1	26	12	56	25.023	1
2017	1	26	12	56	25.03	1
2017	1	26	12	56	25.04	1
2017	1	26	12	56	25.055	1
2017	1	26	12	56	25.057	1
2017	1	26	12	56	25.072	1
2017	1	26	12	56	25.072	1
2017	1	26	12	56	25.088	1
