year	month	day	hour	minute	second	valid_flag
2017	1	26	12	21	3.779	1
2017	1	26	12	21	3.793	1
2017	1	26	12	21	3.795	1
2017	1	26	12	21	3.809	1
2017	1	26	12	21	3.812	1
2017	1	26	12	21	3.826	1
2017	1	26	12	21	3.829	1
2017	1	26	12	21	3.843	1
2017	1	26	12	21	3.859	1
2017	1	26	12	21	3.859	1
2017	1	26	12	21	3.862	1
2017	1	26	12	21	3.87	1
2017	1	26	12	21	3.879	1
2017	1	26	12	21	3.887	1
2017	1	26	12	21	3.895	1
2017	1	26	12	21	3.909	1
2017	1	26	12	21	3.912	1
2017	1	26	12	21	3.92	1
2017	1	26	12	21	3.929	1
2017	1	26	12	21	3.937	1
2017	1	26	12	21	3.946	1
2017	1	26	12	21	3.954	1
2017	1	26	12	21	3.962	1
2017	1	26	12	21	3.97	1
2017	1	26	12	21	3.979	1
2017	1	26	12	21	3.987	1
2017	1	26	12	21	3.995	1
2017	1	26	12	21	4.009	1
2017	1	26	12	21	4.012	1
2017	1	26	12	21	4.026	1
2017	1	26	12	21	4.028	1
2017	1	26	12	21	4.042	1
2017	1	26	12	21	4.045	1
2017	1	26	12	21	4.059	1
2017	1	26	12	21	4.075	1
2017	1	26	12	21	4.076	1
2017	1	26	12	21	4.078	1
2017	1	26	12	21	4.087	1
2017	1	26	12	21	4.096	1
2017	1	26	12	21	4.104	1
2017	1	26	12	21	4.112	1
2017	1	26	12	21	4.122	1
2017	1	26	12	21	4.129	1
2017	1	26	12	21	4.137	1
2017	1	26	12	21	4.145	1
2017	1	26	12	21	4.154	1
2017	1	26	12	21	4.163	1
2017	1	26	12	21	4.17	1
2017	1	26	12	21	4.179	1
2017	1	26	12	21	4.188	1
2017	1	26	12	21	4.195	1
2017	1	26	12	21	4.204	1
2017	1	26	12	21	4.212	1
2017	1	26	12	21	4.22	1
2017	1	26	12	21	4.229	1
2017	1	26	12	21	4.242	1
2017	1	26	12	21	4.245	1
2017	1	26	12	21	4.259	1
2017	1	26	12	21	4.262	1
2017	1	26	12	21	4.276	1
2017	1	26	12	21	4.279	1
2017	1	26	12	21	4.292	1
2017	1	26	12	21	4.309	1
2017	1	26	12	21	4.309	1
2017	1	26	12	21	4.312	1
2017	1	26	12	21	4.32	1
2017	1	26	12	21	4.329	1
2017	1	26	12	21	4.337	1
2017	1	26	12	21	4.345	1
2017	1	26	12	21	4.359	1
2017	1	26	12	21	4.362	1
2017	1	26	12	21	4.376	1
2017	1	26	12	21	4.379	1
2017	1	26	12	21	4.392	1
2017	1	26	12	21	4.409	1
2017	1	26	12	21	4.409	1
2017	1	26	12	21	4.425	1
2017	1	26	12	21	4.426	1
2017	1	26	12	21	4.429	1
2017	1	26	12	21	4.437	1
2017	1	26	12	21	4.445	1
2017	1	26	12	21	4.454	1
2017	1	26	12	21	4.462	1
2017	1	26	12	21	4.476	1
2017	1	26	12	21	4.479	1
2017	1	26	12	21	4.492	1
2017	1	26	12	21	4.495	1
2017	1	26	12	21	4.509	1
2017	1	26	12	21	4.512	1
2017	1	26	12	21	4.526	1
2017	1	26	12	21	4.542	1
2017	1	26	12	21	4.542	1
2017	1	26	12	21	4.545	1
2017	1	26	12	21	4.553	1
2017	1	26	12	21	4.562	1
2017	1	26	12	21	4.575	1
2017	1	26	12	21	4.579	1
2017	1	26	12	21	4.592	1
2017	1	26	12	21	4.595	1
2017	1	26	12	21	4.609	1
2017	1	26	12	21	4.612	1
2017	1	26	12	21	4.625	1
2017	1	26	12	21	4.628	1
2017	1	26	12	21	4.642	1
2017	1	26	12	21	4.659	1
2017	1	26	12	21	4.659	1
2017	1	26	12	21	4.662	1
2017	1	26	12	21	4.67	1
2017	1	26	12	21	4.678	1
2017	1	26	12	21	4.687	1
2017	1	26	12	21	4.696	1
2017	1	26	12	21	4.709	1
2017	1	26	12	21	4.711	1
2017	1	26	12	21	4.726	1
2017	1	26	12	21	4.729	1
2017	1	26	12	21	4.742	1
2017	1	26	12	21	4.745	1
2017	1	26	12	21	4.753	1
2017	1	26	12	21	4.762	1
2017	1	26	12	21	4.77	1
2017	1	26	12	21	4.779	1
2017	1	26	12	21	4.787	1
2017	1	26	12	21	4.795	1
2017	1	26	12	21	4.809	1
2017	1	26	12	21	4.812	1
2017	1	26	12	21	4.826	1
2017	1	26	12	21	4.829	1
2017	1	26	12	21	4.842	1
2017	1	26	12	21	4.845	1
2017	1	26	12	21	4.859	1
2017	1	26	12	21	4.876	1
2017	1	26	12	21	4.876	1
2017	1	26	12	21	4.892	1
2017	1	26	12	21	4.892	1
2017	1	26	12	21	4.895	1
2017	1	26	12	21	4.904	1
2017	1	26	12	21	4.911	1
2017	1	26	12	21	4.925	1
2017	1	26	12	21	4.929	1
2017	1	26	12	21	4.942	1
2017	1	26	12	21	4.945	1
2017	1	26	12	21	4.954	1
2017	1	26	12	21	4.962	1
2017	1	26	12	21	4.97	1
2017	1	26	12	21	4.979	1
